CODIGOISIMP;AUTORIZACAO;DATAPUBLICACAO;RAZAOSOCIAL;CNPJ;ENDERECO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DISTRIBUIDORA;DATAVINCULACAO;CLASSE
1197888;GLP/RS0220942;06/06/2013;EVERTON CASSOL - ME;18019864000110;AV 9 DE OUTUBRO,  32;;CENTRO;97210000;RS;FORMIGUEIRO;SUPERGASBRAS ENERGIA;09/05/2013;1 AREA  - Classe I - NBR 15514
1197064;GLP/SP0220506;09/05/2013;ELISANGELA MAURICIO - ME;15318605000100;RUA ENGENHEIRO ABRÃO LEITE,  1756;;CENTRO;17990000;SP;PAULICEIA;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - NBR 15514
1200976;GLP/BA0222673;30/09/2013;DANTAS COMERCIO DE GAS LTDA;16632455000160;AVENIDA ADNO MUSSER,  4400;TERREO;QUINTAS DO DESCOBRIMENTO;45810000;BA;PORTO SEGURO;INDEPENDENTE;02/08/2022;2 AREAS - Classe IV - NBR 15514
1247713;GLP/TO0246148;27/09/2018;RAMBORGER E PLETSCH LTDA;04904642000176;AVENIDA ULISSES GUIMARAES,  S/N;QUADRA 16 LOTE 20;CENTRO;77723000;TO;CENTENARIO;LIQUIGAS;27/09/2018;1 AREA  - Classe II - NBR 15514
1193614;GLP/RN0218819;03/01/2013;F A J AZEVEDO LTDA;16894483000155;RUA SANTA MARIA,  1987;ANEXO a;ABOLICAO;59611450;RN;MOSSORO;BAHIANA;18/08/2025;1 AREA  - Classe II - NBR 15514
1198109;GLP/BA0221090;12/06/2013;EDVALDO JOSÉ DE SANTANA DE CIPÓ - ME;03069878000171;RUA 05 DE AGOSTO,  S/N;GALPAO;CENTRO;48450000;BA;CIPO;BAHIANA;02/04/2019;1 AREA  - Classe III - NBR 15514
1206869;GLP/AL0225762;10/06/2014;ANDRADE E SATURNINO COMERCIO DE GAS GLP LTDA - ME;19377140000101;AV. PRESIDENTE VARGAS,  10;;CENTRO;57580000;AL;MAJOR ISIDORO;NACIONAL GAS BUTANO;05/05/2014;1 AREA  - Classe IV - NBR 15514
1203816;GLP/PA0224227;03/02/2014;AC BORGES COMERCIO DE GAS LTDA;18493680000198;AVENIDA PRINCIPAL,  S/N;;CENTRO;68722000;PA;MAGALHAES BARATA;NACIONAL GAS BUTANO;02/03/2018;1 AREA  - Classe III - NBR 15514
1216730;GLP/MG0230475;11/08/2015;PAULO AFONSO BARBOSA 00999501895;11743742000123;VL BAIRRO PINHAL,  SN;;PINHAL;37542000;MG;ESTIVA;SUPERGASBRAS ENERGIA;10/11/2014;1 AREA  - Classe I - NBR 15514
1234621;GLP/SP0240313;21/06/2017;J P DO NASCIMENTO;21111362000120;R DOLCINOPOLIS(PRQ RES JORDANESIA),  18;ARMZ PQ RESIDENCIAL;COLINA MARIA LUIZA (JARDONESIA);7787370;SP;CAJAMAR;NACIONAL GAS BUTANO;21/06/2017;1 AREA  - Classe II - NBR 15514
1226441;GLP/MG0235847;29/08/2016;MASTER GAS E LOGISTICA LTDA;25116970000188;RUA ESTER,  1027;;CANAA;35164160;MG;IPATINGA;INDEPENDENTE;09/09/2021;1 AREA  - Classe III - NBR 15514
1227762;GLP/MG0236545;06/10/2016;CHAME GAS LTDA;22072737000152;RUA AQUIDABAN,  1051;;PADRE EUSTAQUIO;30720420;MG;BELO HORIZONTE;INDEPENDENTE;22/05/2019;1 AREA  - Classe III - NBR 15514
1227758;GLP/SP0236541;06/10/2016;BIANCA DE OLIVEIRA PRADO GAS;22722980000179;RUA DA CASCATA,  58;;IPIRANGUINHA;11680000;SP;UBATUBA;INDEPENDENTE;04/03/2024;1 AREA  - Classe III - NBR 15514
1226088;GLP/PB0235639;10/08/2016;ROBERTO PEREIRA DOS SANTOS;24036867000165;RUA 13 DE MAIO,  400;;CENTRO;58345000;PB;MARI;MINASGAS;22/11/2021;1 AREA  - Classe III - NBR 15514
1221081;GLP/ES0232814;04/02/2016;J B EVANGELISTA;21365131000142;AVENIDA SANTA LUZIA,  1193;;VILA INDEPENDENCIA;29148651;ES;CARIACICA;INDEPENDENTE;18/03/2020;1 AREA  - Classe II - NBR 15514
1238224;GLP/RO0242371;13/10/2017;GABRIELA MORAES DA ROCHA - ME;26982626000134;RUA ALEXANDRE GUIMARÃES,  4170;GALPÃO B;NOVA PORTO VELHO;76820192;RO;PORTO VELHO;AMAZONGAS;13/10/2017;1 AREA  - Classe II - NBR 15514
1231276;GLP/SP0238412;10/02/2017;FUTURA COMERCIO DE GAS LTDA.;26347043000131;AVENIDA ARQUITETO LUIS SAIA,  840;;VILA IRMAOS ANDRADE;16400748;SP;LINS;NACIONAL GAS BUTANO;10/02/2017;1 AREA  - Classe II - NBR 15514
1262459;GLPSP0353491;16/03/2020;LIGEIRINHO DE ITANHAEM COMERCIO DE GAS LTDA;34215321000206;RUA NERVAL LEAL,  1368;;JARDIM ITAPEL;11740000;SP;ITANHAEM;INDEPENDENTE;16/03/2020;1 AREA  - Classe II - NBR 15514
1232932;GLP/CE0239340;17/04/2017;TEDGAS COMERCIO VAREJISTA DE GAS GLP LTDA;07847604000117;RUA FRANCISCO INACIO,  1106;;PARQUE PRESIDENTE VARGAS;60765795;CE;FORTALEZA;COPA ENERGIA;17/04/2017;1 AREA  - Classe V - NBR 15514
1232913;GLP/MG0239321;17/04/2017;MARIA DAS GRACAS MENDES 06610583609;22771701000167;RUA CAPITAO JOSE CAETANO,  193;;CENTRO;35625000;MG;QUARTEL GERAL;NACIONAL GAS BUTANO;29/04/2024;1 AREA  - Classe II - NBR 15514
1251427;GLPCE0314343;07/02/2019;JOAO DE OLIVEIRA FILHO;31934595000186;RUA JOSE ARISVALDO FERNANDES,  90;;BULANDEIRA;63145000;CE;TARRAFAS;BAHIANA;07/02/2019;1 AREA  - Classe III - NBR 15514
1243953;GLP/MT0245437;21/05/2018;SCARLETT DIAS DE OLIVEIRA 06293621140;29924146000105;R CEARA,  121;;VILA SAO VICENTE;78770000;MT;ALTO GARCAS;INDEPENDENTE;21/05/2018;1 AREA  - Classe III - NBR 15514
1250163;GLPSP0312034;27/12/2018;MYRELLA COMERCIO E DISTRIBUICAO DE GAS E AGUA LTDA;29738402000170;RUA PRESIDENTE PRUDENTE,  1231;;CIDADE BALNEARIA NOVA PERUIBE;11750000;SP;PERUIBE;NACIONAL GAS BUTANO;17/05/2023;1 AREA  - Classe II - NBR 15514
1249198;GLPSP0309003;23/11/2018;GISELE VICENTE SOUZA ALMEIDA 39534295825;30558382000134;RUA RIO BRANCO,  02-95;;VILA PALMIRA;19470000;SP;PRESIDENTE EPITACIO;INDEPENDENTE;14/09/2020;1 AREA  - Classe II - NBR 15514
1249963;GLP/RO0246198;19/12/2018;J BUENO RIBEIRO COMERCIO DE GAS EIRELI - ME;27944405000134;AV DEPUTADO  LUIZ MAGALHAES,  00;;SÃO DOMINGOS DO GUAPORE;76937000;RO;COSTA MARQUES;FOGAS;19/12/2018;1 AREA  - Classe III - NBR 15514
1241205;GLP/BA0243890;22/02/2018;CLAUDIO CERQUEIRA SOUSA 96447427534;27079727000162;RUA NITEROI,  651A;;ZABELE;45077684;BA;VITORIA DA CONQUISTA;BAHIANA;24/09/2021;1 AREA  - Classe II - NBR 15514
1257722;GLPMG0343311;27/09/2019;OZEIAS MAGNO DOS SANTOS JUNIOR;33215648000134;AVENIDA JOVINO MARIANO GOMES,  652;;CENTRO;38794000;MG;VARJAO DE MINAS;LIQUIGAS;27/09/2019;1 AREA  - Classe III - NBR 15514
1261024;GLPPR0351099;21/01/2020;VALTER DE DEUS LOURENCO;34821498000175;RUA JOAO GABRIEL MARTINS,  160;SALA  1;CENTRO;83900000;PR;SAO MATEUS DO SUL;NGC DISTRIBUIDORA;02/07/2021;1 AREA  - Classe II - NBR 15514
1258810;GLPMG0345353;01/11/2019;SEBASTIAO PEREIRA DE ARRUDA;71067664000205;RUA SANTA CRUZ,  400;;CENTRO;39598000;MG;CRISTALIA;LIQUIGAS;01/11/2019;1 AREA  - Classe II - NBR 15514
1263052;GLPMA0354358;09/04/2020;J R DA S COLINS;33577043000193;AVENIDA DOUTOR CAMARA LIMA,  40;;PERIZ DE CIMA;65143000;MA;BACABEIRA;INDEPENDENTE;12/07/2024;1 AREA  - Classe II - NBR 15514
1275839;GLPMG0383764;03/08/2021;SAMUEL MENDES QUEIROZ;41350791000167;RUA JACINTO VELOSO,  105;;CENTRO;39373000;MG;MIRABELA;LIQUIGAS;03/08/2021;1 AREA  - Classe II - NBR 15514
1267983;GLPPI0363820;19/10/2020;B O DO NASCIMENTO COMERCIO DE GAS E AGUA LTDA;35735930000178;RUA RUI BARBOSA,  550;;CENTRO;64001090;PI;TERESINA;NACIONAL GAS BUTANO;19/10/2020;1 AREA  - Classe III - NBR 15514
1271675;GLPSP0370981;05/03/2021;ZILOGAS BAURU LTDA;22889416000498;RUA QUINTINO BOCAIUVA,  911;;VILA NOVA;17202120;SP;JAU;INDEPENDENTE;05/03/2021;1 AREA  - Classe IV - NBR 15514
1267962;GLPSP0363759;19/10/2020;CARLOS SOARES FRAGA & CIA LTDA;04648144000533;AVENIDA DR ALBERTO CRIVELENTE,  220;;CENTRO;14350000;SP;ALTINOPOLIS;CONSIGAZ;25/03/2025;1 AREA  - Classe III - NBR 15514
1268641;GLPBA0364689;16/11/2020;R SANTOS NEVES;36662117000188;RUA TOSTA FILHO,  S/N;TERREO;CAJUEIRO VELHO;45745000;BA;IBICARAI;INDEPENDENTE;16/11/2020;2 AREAS - Classe I - NBR 15514
1278442;GLPRO0388448;03/11/2021;DIANE DE BRITO LOPES FREIRE COMERCIO DE ALIMENTOS LTDA;41273118000170;RUA PRINCIPAL,  S/N;;AEROCLUBE;76810160;RO;PORTO VELHO;AMAZONGAS;03/11/2021;1 AREA  - Classe II - NBR 15514
1270865;GLPPA0369504;02/02/2021;G. DE J. NUNES SILVA COM DE GAS;07101674000121;RUA DOS TAMBES,  179;;CONDOR;66033780;PA;BELEM;BAHIANA;02/02/2022;1 AREA  - Classe III - NBR 15514
1281144;GLPMG0393168;09/02/2022;CHAMEGAS COMERCIO VAREJISTA LTDA;44159880000119;RUA RIO NEGRO,  181;;JARDIM PLANALTO;32450000;MG;SARZEDO;INDEPENDENTE;09/02/2022;1 AREA  - Classe III - NBR 15514
1284809;GLPPR0400994;07/06/2022;SANTO GAS LTDA;46212285000125;AVENIDA BANDEIRANTES,  480;;PRIMAVERA;85050000;PR;GUARAPUAVA;ULTRAGAZ;07/06/2022;1 AREA  - Classe III - NBR 15514
1284625;GLPMG0400769;03/06/2022;THIAGO NISHIMURA CAETANI;13364670000309;RUA SAO VICENTE,  770;;CENTRO;37145000;MG;ALTEROSA;COPA ENERGIA;27/04/2023;1 AREA  - Classe II - NBR 15514
1286623;GLP/BA0246301;01/09/2022;ASLR COMERCIO VAREJIS DE GAS LTDA;47154073000100;RUA   ANTÔNIO VIANA,  292;LOJA LOJA;COSME DE FARIAS;40254160;BA;SALVADOR;BAHIANA;01/09/2022;1 AREA  - Classe II - NBR 15514
1159124;GLPAP0399875;17/05/2022;W OLIVEIRA PANTOJA EIRELI;09397949000141;AVENIDA MARIA DAS GRACAS  PICANCO,  2330;;NOVO HORIZONTE;68909831;AP;MACAPA;LIQUIGAS;18/05/2022;1 AREA  - Classe II - NBR 15514
1283794;GLPRS0399460;10/05/2022;CASSOL COMERCIO E TRANSPORTE DE GAS LTDA;10439851000350;RUA ANIBAL SOARES CARDOSO,  20;;CENTRO;98170000;RS;TUPANCIRETA;LIQUIGAS;10/05/2022;1 AREA  - Classe III - NBR 15514
1284248;GLPPE0400137;23/05/2022;JOSE INACIO DA SILVA VIEIRA;24005717000356;RUA DA CARIDADE,  26;;DOM AVELAR;56302970;PE;PETROLINA;BAHIANA;23/05/2022;1 AREA  - Classe III - NBR 15514
1282264;GLPBA0395973;22/03/2022;L & R COMERCIO VAREJISTA DE GAS LTDA;44815767000144;RUA DA TRANQUILIDADE,  000027;LOJA  LOJA;BOCA DO RIO;41705200;BA;SALVADOR;BAHIANA;22/03/2022;1 AREA  - Classe II - NBR 15514
1290541;GLPCE0412404;05/05/2023;DEPOSITO CANAL DO GAS LTDA;49503474000145;AVENIDA JOSE EUCLIDES FERREIRA GOMES JUNIOR,  696 A;;MANGUEIRAL;62880434;CE;HORIZONTE;SUPERGASBRAS ENERGIA;28/09/2023;1 AREA  - Classe III - NBR 15514
1289699;GLP/RS0247691;29/03/2023;MARCELO CARDOSO BASTOS;47082188000128;AVENIDA ATLÂNTICA,  245;;CASSINO;96207424;RS;RIO GRANDE;COPA ENERGIA;29/03/2023;1 AREA  - Classe II - NBR 15514
1290287;GLP/MA0247932;05/05/2023;L S COMERCIO E SERVICOS LTDA;12125791002109;EST DE RIBAMAR MA 201,  2013;;SAO JOAO;65110000;MA;SAO JOSE DE RIBAMAR;LIQUIGAS;05/05/2023;1 AREA  - Classe II - NBR 15514
1290570;GLP/SP0247938;05/05/2023;R.J. COMÉRCIO DE GÁS LTDA;48220383000130;RUA CEARÁ,  350;;JARDIM GATOLANDIA;13731260;SP;MOCOCA;INDEPENDENTE;05/05/2023;1 AREA  - Classe IV - NBR 15514
1289752;GLPMG0410502;31/03/2023;TOP GAS LTDA;45281800000166;RUA ILHA DE MALTA,  162;LETRA A;SAO GABRIEL;31980390;MG;BELO HORIZONTE;ULTRAGAZ;03/04/2023;1 AREA  - Classe III - NBR 15514
1289855;GLP/GO0247759;11/04/2023;PAULO JUNIOR NOGUEIRA LTDA;46015167000127;AV. GOIAS,  S/N;QD B, LT 15 GALPÃO;VISTA ALEGRE;75265000;GO;VIANOPOLIS;ULTRAGAZ;11/04/2023;1 AREA  - Classe III - NBR 15514
1289225;GLP/DF0247450;02/03/2023;EI DOS SANTOS BISPO MERCADO LTDA;26909091000176;CONDOMÍNIO QUINTAS DO TREVO,  LT 15;KM DF 140 KM DF 001;SETOR HABITACIONAL TORORÓ (JARDIM BOTÂNICO);71684100;DF;BRASILIA;SUPERGASBRAS ENERGIA;14/03/2023;1 AREA  - Classe II - NBR 15514
1287294;GLP/MT0246605;20/10/2022;IZEQUIEL DA SILVA SOUZA;30511734000104;RUA CUIABA,  345;QD 06 LT 12;JARDIM ALVORADA;78400000;MT;DIAMANTINO;INDEPENDENTE;20/10/2022;1 AREA  - Classe III - NBR 15514
1295435;GLPGO0422089;15/09/2023;SANTIAGO GAS LIMITADA;43426223000128;RUA 15,  S/N;QUADRA21                  LOTE  19;JARDIM TIRADENTES;74961140;GO;APARECIDA DE GOIANIA;NACIONAL GAS BUTANO;15/09/2023;1 AREA  - Classe I - NBR 15514
1205879;GLPRJ0417729;18/07/2023;EDUARDO C. PEREIRA ME;14739398000197;RUA LYDIA ARAUJO,  107;;OUTEIRO DAS PEDRAS;24812202;RJ;ITABORAI;SUPERGASBRAS ENERGIA;15/08/2023;1 AREA  - Classe III - NBR 15514
1296218;GLPES0423243;11/10/2023;THULIO AUGUSTO SOUZA SUZANO COMERCIO;23644147000209;RUA JUSSARA RODRIGUES LORENZUTTI,  SN;;VILA GUARANHUNS;29103565;ES;VILA VELHA;ULTRAGAZ;11/10/2023;1 AREA  - Classe IV - NBR 15514
1009083;GLPSE0432779;03/04/2024;AUTO POSTO JJG LTDA;03580589000132;AVENIDA SIMAO DIAS,  800;;FAZENDINHA;49490000;SE;POCO VERDE;COPA ENERGIA;03/04/2024;1 AREA  - Classe I - NBR 15514
1301323;GLPSP0434388;06/05/2024;GASBOM JABAQUARA LTDA;47371203000158;AVENIDA CUPECE,  3023;;CIDADE ADEMAR;4365001;SP;SAO PAULO;CONSIGAZ;06/05/2024;1 AREA  - Classe IV - NBR 15514
1300067;GLPMG0432161;18/03/2024;COPAENERGIA LADAINHA LTDA;52939350000111;RUA LUIS REIS,  40;;CENTRO;39825000;MG;LADAINHA;COPA ENERGIA;18/03/2024;1 AREA  - Classe II - NBR 15514
1303983;GLPSE0440031;13/09/2024;REDE DE POSTOS PRESIDENTE LTDA;32864795002388;RUA 08,  710;;DIS;49152374;SE;NOSSA SENHORA DO SOCORRO;INDEPENDENTE;16/12/2024;1 AREA  - Classe II - NBR 15514
1301718;GLPGO0435008;21/05/2024;FORT GAS COMERCIO LTDA;53529543000167;RUA 08 DE DEZEMBRO,  SN;QUADRA03                  LOTE  01;VILA SÃO JOÃO;76510000;GO;CRIXAS;INDEPENDENTE;21/05/2024;1 AREA  - Classe III - NBR 15514
1307489;GLPRJ0448016;03/02/2025;LM MARTINELLE DISTRIBUIDORA DE GAS LTDA;55261933000124;RUA SAO GONCALO,  2209;;BOQUEIRAO;28990552;RJ;SAQUAREMA;INDEPENDENTE;12/09/2025;1 AREA  - Classe II - NBR 15514
1305689;GLPAL0443399;11/11/2024;L L SILVA;53552319000196;RUA RODOVIA AL 101 NORTE,  SN;;PONTAL;57950000;AL;JAPARATINGA;BAHIANA;11/11/2024;1 AREA  - Classe II - NBR 15514
1309896;GLPBA0452611;20/05/2025;V & J DISTRIBUIDORA DE GAS GLP LTDA;60172746000104;RUA BAIXA DE SANTO ANTONIO,  000473;TERREO;SAO GONCALO;41185270;BA;SALVADOR;BAHIANA;20/05/2025;1 AREA  - Classe III - NBR 15514
1272887;GLPPI0457057;27/08/2025;POSTO ARAUJO IV LTDA;39491921000130;AVENIDA VALDIR DE SOUSA LEITE,  10;KM    192;URBANO;64764000;PI;NOVA SANTA RITA;COPA ENERGIA;27/08/2025;1 AREA  - Classe II - NBR 15514
1238465;GLPPE0448537;13/02/2025;W A. DOURADO FILHO DISTRIBUIDORA AGUA E GAS LTDA;28424395000179;RODOVIA PE-15,  5170;TERREO;FRAGOSO;53060685;PE;OLINDA;INDEPENDENTE;13/02/2025;1 AREA  - Classe II - NBR 15514
1305241;GLPSP0442604;23/10/2024;COMERCIAL DE GAS SANTA CRUZ LTDA;57353147000182;AVENIDA CARLOS RIOS,  564;QUADRA51                  LOTE  18;CHACARA PEIXE;18900440;SP;SANTA CRUZ DO RIO PARDO;SUPERGASBRAS ENERGIA;23/10/2024;1 AREA  - Classe IV - NBR 15514
1304989;GLPMG0442123;14/10/2024;ERUS MACEDO COMERCIO E NEGOCIOS LTDA;55522671000104;RUA VANDA SANTOS LOPES,  242;;BELA VISTA;39250000;MG;LASSANCE;ULTRAGAZ;16/06/2025;1 AREA  - Classe I - NBR 15514
1309230;GLPSP0451459;16/04/2025;PARAIBA DO GAS LTDA;58302632000190;RUA RONALDO BORGES CARVALHO,  355;;CONJUNTO HABITACIONAL PARQUE JOSE ROTTA;19045087;SP;PRESIDENTE PRUDENTE;NACIONAL GAS BUTANO;16/04/2025;1 AREA  - Classe II - NBR 15514
1311310;GLPMG0455359;14/07/2025;ULTRAGAZ CATUJI LTDA;61052293000145;RUA NOVA CATUJI,  107;;SAUDADE;39816000;MG;CATUJI;ULTRAGAZ;14/07/2025;1 AREA  - Classe II - NBR 15514
1306444;GLPSC0444807;16/12/2024;JLP MERCADO LTDA;02484281000120;RODOVIA SC 350,  1897;KM 366;CENTRO;89186000;SC;AURORA;SUPERGASBRAS ENERGIA;16/12/2024;1 AREA  - Classe I - NBR 15514
1306192;GLPGO0444237;05/12/2024;A E Y GAS LTDA;54773463000115;RUA SV55,  50;QUADRA66                  LOTE  28;RES SOLAR VILLE;74470532;GO;GOIANIA;INDEPENDENTE;05/12/2024;1 AREA  - Classe I - NBR 15514
1037378;001/GLP/PR0002147;20/05/2005;JURKEWICZ COMERCIO DE GAS LTDA;82407339000171;AVENIDA GAL PLINIO TOURINHO,  2950;;BOM JESUS;83880000;PR;RIO NEGRO;INDEPENDENTE;22/04/2020;1 AREA  - Classe IV - NBR 15514
1035909;001/GLP/PE0014541;04/05/2007;ALVES COMBUSTÍVEIS LTDA.;06537143000113;RODOVIA BR 423,  320;KM 48;RODOVIA;55375000;PE;CALCADO;MINASGAS;01/11/2006;1 AREA  - Classe IV - Port. DNC 27/96
1069607;001/GLP/RS0022185;04/07/2008;MARIA IVETE AMARANTE DE MATTOS;92834332000190;RUA TRAVESSA CANELA,,  160;;VILA PLANALTINA;99062540;RS;PASSO FUNDO;ULTRAGAZ;18/06/2008;1 AREA  - Classe I - Port. DNC 27/96
1046121;001/GLP/SP0008104;18/08/2006;REAL GAS COMERCIAL LTDA - EPP;00822037000103;AVENIDA DR. EDUARDO PEREIRA DE ALMEIDA,  947;;REAL PARQUE;13082782;SP;CAMPINAS;LIQUIGAS;03/01/2017;1 AREA  - Classe III - NBR 15514
1053325;001/GLP/SP0013329;20/03/2007;PAULO ROBERTO TORRES CORTEZ;96400106000151;AVENIDA INDEPENDÊNCIA,  5.893;;RESIDENCIAL AQUÁRIO;0;SP;VINHEDO;ULTRAGAZ;08/03/2007;1 AREA  - Classe III - NBR 15514
1046105;001/GLP/SP0008112;18/08/2006;NIGAS - COMERCIO E TRANSPORTE DE GAS LTDA;03467740000120;AVENIDA PREFEITO HENRIQUE PEREZ,  1753;;VILA LAVINIA;8735400;SP;MOGI DAS CRUZES;INDEPENDENTE;29/09/2023;1 AREA  - Classe IV - NBR 15514
1054915;001/GLP/BA0014404;27/04/2007;CORIBE GAS LTDA;96803168000104;RUA BANDEIRANTES,  214;;CENTRO;47690000;BA;CORIBE;NACIONAL GAS BUTANO;13/04/2007;1 AREA  - Classe III - Port. DNC 27/96 , 1 AREA  - Classe II - NBR 15514
1051879;001/GLP/SP0012242;15/02/2007;LOPES SUPERMERCADOS LTDA;53963443000900;AVENIDA JOÃO AMADEU,  3530;;JARDIM ACLIMAÇÃO;1570000;SP;JALES;ULTRAGAZ;10/02/2007;1 AREA  - Classe II - Port. DNC 27/96
1046915;001/GLP/GO0008537;21/09/2006;EDNEY DA SILVA;07124401000100;RUA IPAMERI,  250;;VILA JAIARA;75064570;GO;ANAPOLIS;ULTRAGAZ;08/06/2020;1 AREA  - Classe II - Port. DNC 27/96
1043823;001/GLP/CE0006818;10/05/2006;LINHARES CAVALCANTE & CIA LTDA - EPP;05615802000120;RUA IRINEU PINTO DA SILVEIRA,  141;;CASTELO;62370000;CE;SAO BENEDITO;NACIONAL GAS BUTANO;05/04/2006;1 AREA  - Classe V - NBR 15514
1103314;GLP/BA0173411;10/10/2008;LUIS PAULO DE AGUIAR DE CACULÉ;41978289000103;TRAVESSA JOSÉ MARIA FILHO,  S/N;;CENTRO;46300000;BA;CACULE;BAHIANA;15/05/2019;1 AREA  - Classe IV - Port. DNC 27/96
1103226;GLP/GO0173312;10/10/2008;AGROPECUARIA N. V. COMERCIAL LTDA.;10235761000186;RODOVIA GO 156,  S/N;KM 0,1 CH. CORREGO DA AREIA;ZONA RURAL;76190000;GO;PALMEIRAS DE GOIAS;SUPERGASBRAS ENERGIA;06/10/2008;1 AREA  - Classe II - Port. DNC 27/96
1102136;GLP/PB0171853;22/08/2008;MARCIA SANTOS PALMEIRA;09491287000174;RUA MONSELHOR MANOEL PALMEIRA DA ROCHA,  874;;CENTRO;58135000;PB;ESPERANCA;LIQUIGAS;12/08/2008;1 AREA  - Classe III - NBR 15514
1062343;001/GLP/PE0019317;12/02/2008;CITY GÁS LTDA ME.;05763723000166;AVENIDA PAULO LEITE,  254;;CENTRO;55500000;PE;ESCADA;NACIONAL GAS BUTANO;25/01/2008;1 AREA  - Classe III - NBR 15514
1057669;001/GLP/SP0016197;20/07/2007;ALVES E ALVES DISTRIBUIDORA DE GAS E AGUA LTDA;08630126000151;RUA COSME NERY DA SILVA,  171;LOJA  COMERCIO 02;JARDIM CONTINENTAL;12092792;SP;TAUBATE;INDEPENDENTE;09/08/2023;1 AREA  - Classe I - NBR 15514
1059139;001/GLP/BA0017493;30/08/2007;MARLUCE GONZAGA MOREIRA - EPP;08628078000167;RUA BELA VISTA,  430;CASA;CENTRO;48460000;BA;NOVA SOURE;BAHIANA;02/04/2019;1 AREA  - Classe IV - NBR 15514
1029058;GLP/SP0182078;16/12/2009;AUTO POSTO BARAO DE JACAREI LTDA;96265921000155;RUA BARAO DE JACAREI,  1396;;CENTRO;12308000;SP;JACAREI;LIQUIGAS;05/07/2012;1 AREA  - Classe I - NBR 15514
1154942;GLP/PE0181151;13/11/2009;VANINE DE ALENCAR CARVALHO CRUZ;05046091000110;AVENIDA PRESIDENTE VARGAS,  S/N;;IPSEP;56440000;PE;BELEM DO SAO FRANCISCO;BAHIANA;01/09/2009;1 AREA  - Classe IV - Port. DNC 27/96
1153703;GLP/AC0180485;19/10/2009;RAIMUNDO NONATO DE MESQUITA ME.;05397229000125;AVENIDA NOROESTE,  114;CONJ. TUCUMÃ;DISTRITO INDUSTRIAL;69917000;AC;RIO BRANCO;FOGAS;30/07/2009;1 AREA  - Classe II - NBR 15514
1109146;GLP/BA0177798;25/05/2009;ALEX DA SILVA;02362971000107;RUA MINAS GERIAS,  89;;CENTRO;46250000;BA;PRESIDENTE JANIO QUADROS;LIQUIGAS;13/04/2009;1 AREA  - Classe IV - NBR 15514
1165471;GLP/BA0201735;16/09/2010;KATIUCIA OLIVEIRA DA SILVA;03940091000303;RUA FELISBERTO JOSE DA SILVA,  113;;CENTRO;48830000;BA;QUIJINGUE;BAHIANA;29/04/2010;1 AREA  - Classe II - NBR 15514
1165159;GLP/CE0201365;30/08/2010;NADIO COMERCIO DE GAS LIQUEFEITO DE PETROLEO LTDA;11202799000115;RUA TEODOMIRO DE CASTRO,  6349;;ALVARO WEYNE;60336010;CE;FORTALEZA;NACIONAL GAS BUTANO;04/01/2022;1 AREA  - Classe IV - NBR 15514
1160855;GLP/AL0185761;20/04/2010;COM. E REP. BOM JESUS LTDA.;01996267000143;AV. ROTARY,  2070;;PALMEIRA DE FORA;57600000;AL;PALMEIRA DOS INDIOS;BAHIANA;25/02/2010;1 AREA  - Classe V - NBR 15514
1157028;GLP/BA0182553;18/01/2010;LINDSON SOUSA DE ANDRADE;03533654000179;SÍTIO RIACHO DAS PEDRAS,  S/N;CASA;ZONA RURAL;44580000;BA;SAO MIGUEL DAS MATAS;NACIONAL GAS BUTANO;02/10/2009;1 AREA  - Classe III - NBR 15514
1157652;GLP/MG0182863;05/02/2010;ARILTON DIAS OLIVEIRA NASCIMENTO;03083914000151;RUA MARIA GENEROSA CONCEICAO,  592;;CRUZEIRO;37220000;MG;BOM SUCESSO;INDEPENDENTE;15/03/2018;1 AREA  - Classe III - NBR 15514
1157569;GLP/MA0183206;04/02/2010;PINHEIRO GAS LTDA.;11159301000189;PC TONICO COUTO,  160;;CENTRO;65620000;MA;COELHO NETO;LIQUIGAS;23/09/2009;1 AREA  - Classe V - NBR 15514
1066148;GLP/PE0184636;05/03/2010;MARIA LUCELENA DE A.SA SOUZA-PETROLEO;08971223000108;NÚCLEO IX,  S/N;PISNC;ZONA RURAL;56302970;PE;PETROLINA;SUPERGASBRAS ENERGIA;13/09/2011;1 AREA  - Classe I - NBR 15514
1159259;GLP/SP0184557;05/03/2010;APARECIDO AFONSO DE SOUZA - MERCEARIA;09483661000190;RUA JOSE DO PATROCINIO,  284;;PARQUE DOS PINHEIROS;19160000;SP;ALVARES MACHADO;ULTRAGAZ;22/01/2025;1 AREA  - Classe I - NBR 15514
1043791;GLP/RS0182971;04/02/2010;POSTO DE COMBUSTIVEIS E SERVICOS HOLZSCHUH LTDA;07710451000161;OUTROS HENRIQUE D'AVILA,  S/N;;INTERIOR;96880000;RS;VERA CRUZ;LIQUIGAS;01/04/2011;1 AREA  - Classe I - NBR 15514
1172383;GLP/MG0206752;12/04/2011;GIVANILDO BRAGA;11198297000168;CORREGO  PIRAPETINGA,  2.000;;ZONA RURAL;36970000;MG;MANHUMIRIM;SUPERGASBRAS ENERGIA;10/02/2011;1 AREA  - Classe I - NBR 15514
