CODIGOISIMP;AUTORIZACAO;DATAPUBLICACAO;RAZAOSOCIAL;CNPJ;ENDERECO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICIPIO;DISTRIBUIDORA;DATAVINCULACAO;CLASSE
1295103;GLPRS0421539;05/09/2023;FERNANDA LOPER;14879831000190;RUA TIRADENTES,  1073;;CENTRO;96075765;RS;PELOTAS;ULTRAGAZ;05/09/2023;1 AREA  - Classe I - NBR 15514
1295725;GLPSP0422615;26/09/2023;BEATRIZ ALVES RODRIGUES DOS SANTOS LTDA;51181233000179;RUA INACIO M. D. JUNQUEIRA,  1582;;CENTRO;14775000;SP;JABORANDI;ULTRAGAZ;26/09/2023;1 AREA  - Classe II - NBR 15514
1300848;GLPSP0433615;17/04/2024;NIKINHO COMERCIO DE GAS E AGUA LTDA;52944107000191;RUA 23,  8;;JD COLINA I;13198594;SP;MONTE MOR;SUPERGASBRAS ENERGIA;17/04/2024;1 AREA  - Classe II - NBR 15514
1301190;GLPRO0434188;02/05/2024;Q.L COMERCIO DE GAS LTDA;54266284000191;AVENIDA MELVIN JONES,  2125;SETOR 29                  QUADRA24;S-29;76983283;RO;VILHENA;COPA ENERGIA;02/05/2024;1 AREA  - Classe IV - NBR 15514
1302478;GLPTO0437076;26/06/2024;SILENE GOMES DA SILVA OLIVEIRA;13234225000405;RUA MANOEL VICENTE PEREIRA, ESQ. COM A RUA 23 DE JUNHO,  SN;QUADRAQI 13;SETOR POPULAR;77570000;TO;PIUM;INDEPENDENTE;26/06/2024;1 AREA  - Classe II - NBR 15514
1299522;GLPPI0431141;23/02/2024;J C DA CRUZ E SILVA COMERCIO DE GAS LTDA;50004147000128;RUA ZACARIAS BACELAR,  18;QUADRAQD B 62             CASA  18 B                SETOR SUL;PROMORAR;64027140;PI;TERESINA;COPA ENERGIA;23/02/2024;1 AREA  - Classe II - NBR 15514
1299891;GLPMG0431795;11/03/2024;SUCUPIRA GAS E AGUA COMERCIO SOCIEDADE UNIPESSOAL LIMITADA;50200817000181;AVENIDA SUCUPIRA,  505;LOJA  COMERCIO;INTEGRACAO (LOTEAMENTO);38407608;MG;UBERLANDIA;COPA ENERGIA;11/03/2024;1 AREA  - Classe II - NBR 15514
1296905;GLPSC0424649;07/11/2023;BASE - GAS REGIONAL LTDA;06983577001542;RUA 31 DE MARCO,  727;BLOCO 0                   SALA  A;VILA MILITAR;89610000;SC;HERVAL D'OESTE;SUPERGASBRAS ENERGIA;07/11/2023;1 AREA  - Classe IV - NBR 15514
1304446;GLPPE0440494;20/09/2024;MARIA CLARA DAS GRACAS BELTRAO CAVALCANTI LTDA;55597213000134;RUA MARECHAL DEODORO DA FONSECA,  627;;CENTRO;55825000;PE;PAUDALHO;INDEPENDENTE;20/09/2024;1 AREA  - Classe II - NBR 15514
1299487;GLPSP0431077;22/02/2024;A M ROCHA GAS LTDA;46698182000117;RUA ITALIA,  574;;JARDIM EUROPA I;13455415;SP;SANTA BARBARA D'OESTE;NACIONAL GAS BUTANO;22/02/2024;1 AREA  - Classe IV - NBR 15514
1296857;GLPSP0424514;03/11/2023;RV COMERCIO DE GAS LTDA;51179980000172;ESTRADA ACACIO ANTONIO BATISTA,  143;;VILA NOVA BONSUCESSO;7175080;SP;GUARULHOS;COPA ENERGIA;03/11/2023;1 AREA  - Classe IV - NBR 15514
1298283;GLPPA0427157;05/01/2024;C. A. SERRA DE SOUZA;52443503000135;RUA CIPRIANO SANTOS,  360;;CENTRO;68640000;PA;OUREM;COPA ENERGIA;05/01/2024;2 AREAS - Classe IV - NBR 15514
1308907;GLPSP0450875;02/04/2025;DANIEL RIBEIRO LUCIANO;32383536000120;ESTRADA VICINAL OVIDIO PLENS,  390;;JUTUBA;18195000;SP;CAPELA DO ALTO;ULTRAGAZ;02/04/2025;1 AREA  - Classe I - NBR 15514
1305214;GLPSP0442508;22/10/2024;MURI GAS PG - REVENDA DE GLP LTDA;54771036000106;AVENIDA GUADALAJARA,  915;;AVIACAO;11702605;SP;PRAIA GRANDE;NACIONAL GAS BUTANO;22/10/2024;1 AREA  - Classe III - NBR 15514
1310273;GLPPR0453351;03/06/2025;QUITANDINHA GAS LTDA;60275519000104;AVENIDA ELEUTÉRIO FERNANDES DE ANDRADE,  1594;;ENGENHO VELHO;83841275;PR;QUITANDINHA;ULTRAGAZ;03/06/2025;1 AREA  - Classe III - NBR 15514
1307301;GLPTO0447713;27/01/2025;DM GAS III LTDA;55478934000125;RUA RIBEIRÃO BUENOS AIRES,  S/N;LOTE  7                   QUADRA9;CENTRO;77483000;TO;TALISMA;ULTRAGAZ;27/01/2025;1 AREA  - Classe II - NBR 15514
1305219;GLPMG0442539;22/10/2024;SUPERMERCADO FLAVINHO LTDA;52162144000148;RUA GETULIO VICENTE DE PAULA,  462;;CENTRO;35767000;MG;JEQUITIBA;INDEPENDENTE;22/10/2024;1 AREA  - Classe III - NBR 15514
1304770;GLPPR0441436;04/10/2024;CONVENIENCIA DO NENE LTDA;27216123000110;AVENIDA BELO HORIZONTE,  520;;CENTRO;87395000;PR;RANCHO ALEGRE D'OESTE;ULTRAGAZ;04/10/2024;1 AREA  - Classe II - NBR 15514
1028474;001/GLP/RS0011149;19/01/2007;R C BARBI;90903667000197;AVENIDA 21 DE ABRIL,  492;;CENTRO;98700000;RS;IJUI;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - Port. DNC 27/96
1047587;001/GLP/SP0008902;30/10/2006;JOSE LUIZ GABRIEL - ME;60183738000163;RUA SIMAO NIMER,  712;;CENTRO;15270000;SP;MACAUBAL;ULTRAGAZ;06/10/2006;1 AREA  - Classe I - Port. DNC 27/96
1046069;001/GLP/RS0008002;18/08/2006;DISTRIBUIDORA GAS DO FORTE LTDA.;05120401000107;AVENIDA DO FORTE,  50;;CRISTO REDENTOR;91360000;RS;PORTO ALEGRE;LIQUIGAS;09/08/2006;1 AREA  - Classe V - NBR 15514
1048612;001/GLP/SP0009723;06/12/2006;ANA LUIZA JORGE LOPES FELIX LTDA;04329409000107;RUA CARINO GAMA CORREIA,  137;;CENTRO;13760000;SP;TAPIRATIBA;INDEPENDENTE;14/07/2023;1 AREA  - Classe III - NBR 15514
1052379;001/GLP/SP0012738;01/03/2007;JORGE OLIVEIRA COSTA;03040717000155;RUA ESTADO DA BAHIA,  285;;TER.S.PEDRO S.PAULO;13324470;SP;SALTO;CONSIGAZ;21/03/2024;1 AREA  - Classe II - NBR 15514
1055305;001/GLP/SP0014694;09/05/2007;ODILA DOMINGAS QUINTINO BAPTISTA - ME.;03206443000121;RUA 7 DE SETEMBRO,  1200;;CENTRO;15828000;SP;PALMARES PAULISTA;LIQUIGAS;27/11/2009;1 AREA  - Classe II - NBR 15514
1052783;001/GLP/RS0013061;06/03/2007;LUIS RAFAEL FANFA;06950199000103;AVENIDA FAUSTO BORBA PRATES,  3040;;CENTRO;95595000;RS;CIDREIRA;NACIONAL GAS BUTANO;02/02/2017;1 AREA  - Classe III - NBR 15514
1051264;001/GLP/RS0011799;05/02/2007;SUPERMERCADO JLP SILVEIRA LTDA - EPP;93506533000120;AVENIDA BORGES DE MEDEIROS,  822;;CENTRO;95690000;RS;ROLANTE;LIQUIGAS;28/01/2007;1 AREA  - Classe I - Port. DNC 27/96
1043187;001/GLP/RR0006505;06/04/2006;MARIA DE LOURDES LINHARES DA CRUZ EIRELI;34793372000134;RUA OSCAR MARTINS DOS SANTOS,  483;;CAMBARA;69313342;RR;BOA VISTA;FOGAS;09/11/2005;1 AREA  - Classe I - Port. DNC 27/96
1037602;001/GLP/MS0004128;03/06/2005;AUGUSTA SOARES LECHUGA - ME;05967362000170;RUA ENG. ROBERTO MANGE,  777;;VL ORPHEU BAIS;79005420;MS;CAMPO GRANDE;INDEPENDENTE;05/05/2016;1 AREA  - Classe II - Port. DNC 27/96
1043190;001/GLP/MS0006510;06/04/2006;KRAIEVSKI COMÉRCIO ALIMENTOS E MATERIAIS CONSTR. LTDA.;26830307000103;AVENIDA ABÍLIO E SOBRINHO,  141;;CENTRO;79995000;MS;CORONEL SAPUCAIA;COPA ENERGIA;15/12/2005;1 AREA  - Classe II - NBR 15514
1040338;001/GLP/RS0005434;06/10/2005;VALGAS COMERCIO DE GAS LTDA;07351202000127;AVENIDA 25 DE JULHO,  423;;ACESSO NORTE;95270000;RS;FLORES DA CUNHA;NACIONAL GAS BUTANO;05/06/2024;1 AREA  - Classe V - NBR 15514
1044434;001/GLP/AM0007060;06/06/2006;FRANKLIN SEIXAS DA SILVA - ME.;07534213000142;RUA C - COMUNIDADE SANTA INÊS,  218;SANTA INÊS;JORGE TEIXEIRA;69088702;AM;MANAUS;AMAZONGAS;07/03/2006;1 AREA  - Classe I - Port. DNC 27/96
1047598;001/GLP/SP0008978;30/10/2006;FONTES E FARIAS LTDA;07094184000145;RUA 7 DE SETEMBRO,  427;;CENTRO;17470000;SP;DUARTINA;INDEPENDENTE;18/10/2018;1 AREA  - Classe II - Port. DNC 27/96
1100830;GLP/PE0171611;05/08/2008;MARIA APARECIDA DE OLIVEIRA;07761671000114;RUA JOSÉ DUARTE RIBEIRO,  39;;CENTRO;55385000;PE;LAJEDO;NACIONAL GAS BUTANO;01/09/2009;1 AREA  - Classe II - Port. DNC 27/96
1104701;GLP/SP0174908;12/11/2008;F. D. SOARES GÁS ME;10218553000179;RUA MARECHAL DEODORO DA FONSECA,  83;;CENTRO;14580000;SP;GUARA;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - Port. DNC 27/96
1045404;GLP/RS0171526;01/08/2008;JUCERLI A. C. FRESCURA & CIA. LTDA.;07920782000126;RUA GABRIEL MACHADO,  1770;;CENTRO;97610000;RS;SAO FRANCISCO DE ASSIS;LIQUIGAS;14/09/2010;1 AREA  - Classe IV - Port. DNC 27/96
1104262;GLP/RJ0174910;31/10/2008;WILLIAM PIMENTA SILVA COMERCIO DE GAS - ME;07238700000168;RU ANTONIO DA CONCEIÇÃO DIAS,  103;;JARDIM EMILIA;26460400;RJ;JAPERI;INDEPENDENTE;05/05/2016;1 AREA  - Classe V - NBR 15514
1060658;001/GLP/SP0018421;26/10/2007;MILTON DE CARLOS VALPARAISO - ME.;01897392000104;AVENIDA LUIZ AUGUSTO DE ARRUDA,  737;;CENTRO;16880000;SP;VALPARAISO;SUPERGASBRAS ENERGIA;17/10/2007;1 AREA  - Classe I - Port. DNC 27/96
1060311;001/GLP/SP0018299;11/10/2007;THIAGO STRIOGLI ALVES FERREIRA - ME;07246250000155;RUA MIGUEL TERRA,  241;;CENTRO;18230000;SP;SAO MIGUEL ARCANJO;INDEPENDENTE;21/07/2017;1 AREA  - Classe III - NBR 15514
1065810;001/GLP/RS0020979;28/05/2008;CENTRAL PORTO GAS COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO LTDA;09147784000150;AVENIDA ASSIS BRASIL,  7270;;SARANDI;91140000;RS;PORTO ALEGRE;ULTRAGAZ;02/05/2019;1 AREA  - Classe V - NBR 15514
1063882;001/GLP/MT0020117;28/03/2008;A INTERGÁS COMÉRCIO DE GÁS LTDA - ME.;08458926000137;AVENIDA DESEMBARGADOR ANTONIO QUIRINO DE ARAÚJO ESQ. C/ URCA,  LT. 20;QUADRA 7 LOTEAMENTO JARDIM GUANABARA;AREÃO;78010318;MT;CUIABA;SUPERGASBRAS ENERGIA;08/02/2017;1 AREA  - Classe III - Port. DNC 27/96
1155409;GLP/MG0181563;30/11/2009;P. A. GÁS LTDA;03248782000170;RUA FRANCISCA CHIARINI DA SILVEIRA,  80;;SAO CARLOS;37550000;MG;POUSO ALEGRE;LIQUIGAS;29/06/2018;1 AREA  - Classe IV - NBR 15514
1152771;GLP/MG0179950;18/09/2009;SIMONE APARECIDA DE PAULA VAZ;05557310000125;RUA BELO HORIZONTE,  279;;SANTA EFIGENIA;37940000;MG;ALPINOPOLIS;ULTRAGAZ;14/08/2024;1 AREA  - Classe II - NBR 15514
1154701;GLP/MG0180999;09/11/2009;MINI MERCADO FARIA LTDA - ME;23837677000265;AV NOSSA SENHORA DA ABADIA,  209;;ALTO DA BELA VISTA;38800000;MG;SAO GOTARDO;INDEPENDENTE;05/05/2016;1 AREA  - Classe III - NBR 15514
1106512;GLP/SE0176432;28/01/2009;MYRLA & SOPHIA COMERCIO E SERVICOS LTDA - ME;02616679000173;RUA DO CAMPO,  S/N;;CENTRO;49810000;SE;POCO REDONDO;NACIONAL GAS BUTANO;19/01/2016;1 AREA  - Classe III - NBR 15514
1163988;GLP/AM0188031;29/07/2010;MARIA SANTINA DE CARVALHO FIGUEIREDO;01402381000106;RUA PADRE MÁRIO,  06;;COLÔNIA ANTÔNIO ALEIXO;69008120;AM;MANAUS;FOGAS;12/04/2010;1 AREA  - Classe I - NBR 15514
1106159;GLP/RS0201332;30/08/2010;COMERCIO DE COMBUSTIVEIS JF & FILHOS LTDA;09333338000130;AVENIDA FERREIRA VIANA,  424;;AREAL;96085000;RS;PELOTAS;ULTRAGAZ;08/07/2010;1 AREA  - Classe I - NBR 15514
1165824;GLP/PA0201828;20/09/2010;OLIVEIRA DOS SANTOS COMERCIAL LTDA. - ME.;10892480000104;TRAVESSA W E 8,  644;;COUTILANDIA;68650000;PA;CAPITAO POCO;SUPERGASBRAS ENERGIA;05/08/2010;1 AREA  - Classe II - NBR 15514
1161699;GLP/PR0186431;14/05/2010;LAUBE COMERCIO E TRANSPORTES DE GASES LTDA.;76097435000168;RUA BARÃO DO RIO BRANCO,  927;;CENTRO;85802210;PR;CASCAVEL;ULTRAGAZ;05/04/2010;1 AREA  - Classe IV - NBR 15514
1174582;GLP/SC0208540;16/06/2011;COMÉRCIO DE ALIMENTOS BOTH LTDA ME;01628308000149;RUA ALCIDES ZANIN,  480;;CENTRO;89906000;SC;PARAISO;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - NBR 15514
1172716;GLP/MG0207043;20/04/2011;EDSON ALVES OLIVEIRA;02149925000205;RUA MARCULINO QUARESMA,  S/N;;SANTA LUZIA;39960000;MG;JEQUITINHONHA;LIQUIGAS;29/03/2011;1 AREA  - Classe II - NBR 15514
1176532;GLP/PR0209805;08/08/2011;C P LOPES COMERCIO DE GAS LTDA;13270945000175;AVENIDA RUI BARBOSA,  753;QUADRA056 LT 014;CENTRO;87430000;PR;TAPEJARA;SUPERGASBRAS ENERGIA;15/06/2022;1 AREA  - Classe III - NBR 15514
1170890;GLP/MA0205712;21/02/2011;S. C. P. AGUIAR;02824736000290;RUA DO MATADOURO,  01;A;CENTRO;65265000;MA;MIRINZAL;NACIONAL GAS BUTANO;01/12/2010;1 AREA  - Classe IV - NBR 15514
1171402;GLP/PE0206098;03/03/2011;SERGIO MURILO MENEZES E SILVA;03519371000172;RUA DOUTOR ALBERTO WANDERLEY,  410;;CAJUEIRO;52221410;PE;RECIFE;NACIONAL GAS BUTANO;27/08/2010;1 AREA  - Classe II - NBR 15514
1175908;GLP/SC0209325;21/07/2011;HELENA OLDRA TAFFAREL ME.;82164088000141;ESTRADA BR 283,  S/N;;FAZENDA ZANDAVALLI;89817000;SC;GUATAMBU;ULTRAGAZ;22/12/2010;1 AREA  - Classe I - NBR 15514
1171044;GLP/AC0206004;03/03/2011;J. ARAUJO DE OLIVEIRA;00603128000140;AVENIDA 25 DE AGOSTO,  915;;25 DE AGOSTO;69980000;AC;CRUZEIRO DO SUL;AMAZONGAS;06/10/2016;1 AREA  - Classe II - NBR 15514
1186371;GLP/MA0214887;08/05/2012;RAMON VILARINS SOARES;13839341000105;AVENIDA CAARA LOPES,  36;;CENTRO;65710000;MA;LAGO DO JUNCO;BAHIANA;08/09/2011;1 AREA  - Classe III - NBR 15514
1185657;GLP/PA0214541;17/04/2012;REBELO & ALVES LTDA;07766482000720;AVENIDA POLIDORIO COELHO,  521;;TAIRA;68600000;PA;BRAGANCA;SUPERGASBRAS ENERGIA;22/03/2012;1 AREA  - Classe II - NBR 15514
1173615;GLP/SP0207731;19/05/2011;DANIEL FRANCISCO DE LIMA MERCEARIA - ME;08765531000187;RUA VILA NOVA,  521;;BAIRRO VILA NOVA;16700000;SP;GUARARAPES;ULTRAGAZ;15/05/2017;1 AREA  - Classe I - NBR 15514
1201523;GLP/MG0223014;18/10/2013;SIMONE JOSE TEOTONIO NAMETALA;18008092000111;RUA VENANCIO ELIAS MACHADO,  140;;CENTRO;38930000;MG;MEDEIROS;NACIONAL GAS BUTANO;22/11/2023;1 AREA  - Classe II - NBR 15514
1207360;GLP/PE0225952;08/07/2014;ADEMAR AMARO DA SILVA - ME;18104798000187;RUA   DEZOITO,  97;;PONTE DOS CARVALHOS;54580765;PE;CABO DE SANTO AGOSTINHO;NACIONAL GAS BUTANO;19/05/2014;1 AREA  - Classe II - NBR 15514
1193707;GLP/ES0218913;03/01/2013;ANADILSON PAULINO DOS REIS - ME;08864560000104;RUA   ARAPONGA,  38;QUADRA 34 LOTE 7 E 9;COLUMBIA;29709322;ES;COLATINA;INDEPENDENTE;05/05/2016;1 AREA  - Classe I - NBR 15514
1197941;GLP/PE0220997;06/06/2013;COMERCIO SERTANEJO DE GLP LTDA;12373658000128;RUA ELVIRA DE LIMA SOARES BEZERRA,  SN;;AUGUSTO DE ALENCAR SAMPAIO;56000000;PE;SALGUEIRO;MINASGAS;07/03/2017;1 AREA  - Classe V - NBR 15514
1200736;GLP/SC0222532;16/09/2013;SUPERMERCADO IRMAOS ZIMMERMANN LTDA;82995002000122;RUA ANTONIO JOSE ZIMMERMANN,  5210;;LOURO;88182600;SC;ANTONIO CARLOS;SUPERGASBRAS ENERGIA;19/12/2024;1 AREA  - Classe I - Port. DNC 27/96
1206004;GLP/RN0225099;05/05/2014;M G P DA COSTA VASCO;18275808000147;RODOVIA RN 316,  334;LETRA A;DA ESPERANCA;59182000;RN;MONTE ALEGRE;COPA ENERGIA;13/06/2025;3 AREAS - Classe I - NBR 15514
1056034;GLP/RO0237386;29/11/2016;BAIRRO NOVO AUTO POSTO LTDA;05357865000123;RODOVIA BR-364,  S/N;KM: 720 ;AEROCLUBE;76816800;RO;PORTO VELHO;FOGAS;14/08/2007;1 AREA  - Classe II - Port. DNC 27/96
1211902;GLP/SE0228111;31/12/2014;JOZUEL BATISTA DA CRUZ;17621323000103;RUA A LOT JOSE DE SOUZA FONTES,  189;;PARAISO;49290000;SE;ITABAIANINHA;LIQUIGAS;24/02/2021;2 AREAS - Classe II - NBR 15514
1215807;GLP/SP0229971;02/07/2015;RODRIMAR GAS E BEBIDAS LTDA;22110643000120;AV VEREADOR JOAO MARTINS DOS SANTOS,  105;;BOA ESPERANÇA;11955000;SP;BARRA DO TURVO;CONSIGAZ;17/01/2017;1 AREA  - Classe IV - NBR 15514
1226863;GLP/ES0236031;08/09/2016;MEROTE COMERCIO VAREJISTA DE GAS LTDA;25225359000198;CORREGO CORREGO CASCATINHA DO MILANEZ,  SN;SETOR ZONA RURAL;CORREGO CASCATINHA DO MILANEZ;29700970;ES;COLATINA;INDEPENDENTE;05/05/2016;1 AREA  - Classe II - NBR 15514
1221295;GLP/SP0232930;19/02/2016;LINEKER KAIQUE PEREIRA DE ANDRADE - ME;23343042000120;RUA   WALTER MALDI,  13;;CONJUNTO HABITACIONAL HÉLIO NICOLAI;13976614;SP;ITAPIRA;CONSIGAZ;22/11/2019;1 AREA  - Classe III - NBR 15514
1222996;GLP/SP0233857;27/04/2016;ROMERO E SILVA COMERCIO DE GAS E AGUA LTDA;23486787000149;AVENIDA PRESIDENTE TANCREDO NEVES,  133;;PARQUE DAS COLINAS;13273610;SP;VALINHOS;INDEPENDENTE;12/04/2021;1 AREA  - Classe III - NBR 15514
1222314;GLP/RS0233486;30/03/2016;RODRIGO BEBER;23438162000101;RUA GENERAL  LADÁRIO PEREIRA TELLES,  260;;INTEGRAÇÃO;99034440;RS;PASSO FUNDO;LIQUIGAS;21/03/2016;1 AREA  - Classe I - NBR 15514
1061355;GLP/RO0237357;24/11/2016;AUTO POSTO SOBERANA LTDA;08970868000126;RODOVIA BR 429, KM 54,  S/N;SAIDA PARA SO MIGUEL;CIDADE ALTA;76930000;RO;ALVORADA D'OESTE;AMAZONGAS;15/05/2018;1 AREA  - Classe I - NBR 15514
1249460;GLP/PR0246185;03/12/2018;CRISTIANO DE ALMEIDA PAULA;27808334000142;RUA KALIL KEDER,  910;;CENTRO;86420000;PR;CARLOPOLIS;SUPERGASBRAS ENERGIA;03/12/2018;1 AREA  - Classe III - NBR 15514
1240031;GLP/RN0243378;22/12/2017;FRANCISCO ANTONIO FERREIRA;21129917000160;RUA RAIMUNDO FREIRE DO NASCIMENTO,  19;;CENTRO;59668000;RN;PORTO DO MANGUE;NACIONAL GAS BUTANO;24/01/2018;1 AREA  - Classe I - NBR 15514
1228746;GLP/RS0239426;27/04/2017;SIM REDE DE POSTOS LTDA;07473735012945;RUA URUGUAI,  878;;CENTRO;96300000;RS;JAGUARAO;SUPERGASBRAS ENERGIA;28/02/2020;1 AREA  - Classe I - NBR 15514
1192753;GLP/PR0242088;04/10/2017;A R PEREIRA DA SILVA ME;16803471000178;RUA PREFEITO AGENOR FERREIRA DOS SANTOS,  690;;JARDIM MORUMBI;86360000;PR;BANDEIRANTES;INDEPENDENTE;04/10/2017;1 AREA  - Classe I - NBR 15514
1235055;GLP/PI0240502;07/07/2017;LIDIO LOPES DA SILVA ME;21749752000120;AVENIDA MARIA DIVINA SILVA,  S/N;SALA;CENTRO;64773000;PI;VARZEA BRANCA;LIQUIGAS;07/07/2017;1 AREA  - Classe III - NBR 15514
1253211;GLPRS0317430;15/04/2019;ADROIL DE CASTRO BARBOSA JUNIOR;32729293000139;RUA ERNESTO ARAUJO,  145;;VILA SAO JOSE;91520001;RS;PORTO ALEGRE;LIQUIGAS;15/04/2019;1 AREA  - Classe II - NBR 15514
1241763;GLP/PA0244238;12/03/2018;A DE J P DO AMARAL EIRELI;14127273000106;RUA LAURO SODRE,  S/Nº;ENTRE AV DOM PEDRO        II E AV 15 DE AGOSTO;CENTRO;68440000;PA;ABAETETUBA;BAHIANA;12/03/2018;1 AREA  - Classe III - NBR 15514
1251038;GLPPA0313674;28/01/2019;LUCENA E MADALENA COMERCIO DE GLP LTDA;30243530000121;RUA PLINIO PINHEIRO,  1142;LETRA A;NOVO HORIZONTE;68503180;PA;MARABA;NACIONAL GAS BUTANO;26/04/2021;1 AREA  - Classe IV - NBR 15514
1253531;GLPSP0318277;30/04/2019;EVANDRO C. PEREIRA;32568426000132;AVENIDA VALTER DE OLIVEIRA,  470;;JARDIM SANTA JULIA;12228274;SP;SAO JOSE DOS CAMPOS;FOGAS;14/09/2021;1 AREA  - Classe II - NBR 15514
1254045;GLPES0319744;22/05/2019;DHENIFFER GOMES;33004069000142;RUA XV DE NOVEMBRO,  311;LOJA  1;CENTRO;29843000;ES;VILA PAVAO;INDEPENDENTE;22/05/2019;1 AREA  - Classe II - NBR 15514
1240387;GLP/MG0243613;03/01/2018;MARCELO SIMAO DE MELO;28891367000161;RUA TIRADENTES,  920;;PINLAR;39260000;MG;VARZEA DA PALMA;NACIONAL GAS BUTANO;19/05/2023;1 AREA  - Classe III - NBR 15514
1241284;GLP/AM0245101;25/04/2018;RUBI COMERCIO DE PETROLEO LTDA;20703180000185;AVENIDA CARVALHO LEAL,  1562;;CACHOEIRINHA;69065001;AM;MANAUS;AMAZONGAS;10/07/2025;1 AREA  - Classe II - NBR 15514
1246268;GLPBA0303396;09/08/2018;SOUZA CRUZ COMERCIO DE GAS EIRELI;30689404000103;AVENIDA MARIA CERQUEIRA LIMA,  96A;;CAJAZEIRAS XI;41347300;BA;SALVADOR;SUPERGASBRAS ENERGIA;31/08/2020;1 AREA  - Classe II - NBR 15514
1256494;GLPMG0334961;09/08/2019;JOHNNY DE SOUZA RAMOS;33752520000100;RUA CUSTODIO MUNCIANO FIGUEIREDO,  145;;CENTRO;37142000;MG;DIVISA NOVA;INDEPENDENTE;09/08/2019;1 AREA  - Classe II - NBR 15514
1256093;GLPPR0332783;26/07/2019;I. SILVANO;12434625000140;AVENIDA LONDRINA,  296;FUNDOSFUNDOS;JD SAN RAFAEL;86200000;PR;IBIPORA;INDEPENDENTE;26/07/2019;1 AREA  - Classe II - NBR 15514
1255725;GLPPE0326541;16/07/2019;MERCIA M. J. MARTINS GAS;26207533000132;RUA SEBASTIAO DA ROCHA PITTA,  42;;JOAO PAULO II;54777710;PE;CAMARAGIBE;NACIONAL GAS BUTANO;16/07/2019;1 AREA  - Classe III - NBR 15514
1263627;GLPPA0355397;11/05/2020;V F DA FONSECA COMERCIO DE GAS LTDA;10852972000249;RUA PINHEIRO,  S/N;QUADRA920                 LOTE  17;SETOR INDUSTRIAL;68193000;PA;NOVO PROGRESSO;NACIONAL GAS BUTANO;11/05/2020;1 AREA  - Classe I - NBR 15514
1263049;GLPRS0354368;09/04/2020;HENRIQUE FERNANDO TEIXEIRA;14449186000175;AVENIDA JULIO RENNER,  2635;;SAO PAULO;95780000;RS;MONTENEGRO;CONSIGAZ;22/08/2025;1 AREA  - Classe II - NBR 15514
1261822;GLPMT0352410;19/02/2020;HERMENEGILDO DIAS DA SILVA;30026021000147;RUA CINCO,  1;;JARDIM UMUARAMA II;78058581;MT;CUIABA;ULTRAGAZ;19/02/2020;1 AREA  - Classe I - NBR 15514
1001610;GLPGO0382476;16/07/2021;TEIXEIRA E FONSECA COMERCIO DE COMBUSTIVEIS LTDA;00810411000142;AVENIDA 29 C/ AVE DASIO FERREIRA,  SN;QD 17 LT 19;TEOFILO NONATO;75880000;GO;PARANAIGUARA;ULTRAGAZ;16/07/2021;1 AREA  - Classe II - NBR 15514
1267968;GLPES0363800;19/10/2020;MERCEARIA CASOTTI LTDA;02683064000160;RUA OLIVIO BATISTTI,  S/N;;BARRA DO TRIUNFO;29687000;ES;JOAO NEIVA;NACIONAL GAS BUTANO;11/10/2024;1 AREA  - Classe I - NBR 15514
1266281;GLPMT0359499;13/08/2020;MICHEL ROCHA EIRELI;36922308000131;RUA CLEUSA BORBA MACIEL,  SN;;SETOR SUL;78638000;MT;NOVA NAZARE;INDEPENDENTE;13/08/2020;1 AREA  - Classe II - NBR 15514
1276490;GLPMS0385087;25/08/2021;B. COMERCIO DE GLP LTDA;19854193000176;RUA ANDREARA,  538;;JARDIM TARUMA;79097320;MS;CAMPO GRANDE;SUPERGASBRAS ENERGIA;10/02/2025;2 AREAS - Classe II - NBR 15514
1271106;GLPRS0370124;12/02/2021;COOPERATIVA TRITICOLA MISTA CAMPO NOVO LTDA;88094701006119;AVENIDA PRESIDENTE VARGAS,  568;;CENTRO;98580000;RS;CORONEL BICACO;INDEPENDENTE;14/03/2022;1 AREA  - Classe I - NBR 15514
1265126;GLPMT0357589;03/07/2020;RAFAELLA MILANI PEREIRA;36938821000110;AVENIDA FLOR DE LARANJEIRA (RES J D CAMPOS),  CS 17;QUADRA27;NOVO MUNDO;78149580;MT;VARZEA GRANDE;COPA ENERGIA;03/07/2020;1 AREA  - Classe II - NBR 15514
1277884;GLPRJ0387474;13/10/2021;AJUDA DE BAIXO  DISTRIBUIDORA DE GAS DE MACAE LIMITADA;40418355000110;AVENIDA JOSE ALVARES DE AZEVEDO,  S/N;;AJUDA DE BAIXO;27971340;RJ;MACAE;NACIONAL GAS BUTANO;28/11/2023;1 AREA  - Classe II - NBR 15514
1269083;GLPPR0365400;30/11/2020;JOSE ANTONIO ALVES SANTOS-MOVEIS;04970887000282;RUA 13 DE MAIO,  14;;CENTRO;85423000;PR;IGUATU;LIQUIGAS;30/11/2020;1 AREA  - Classe II - NBR 15514
